;Framleiðandi;Gerð;Undirgerð;Verð;Vél;Hö;l/100 km;KM á rafmagni;Gírskipting;Drif;Sæti;
Swift mild hybrid;;;;;;;;;;;;
;Suzuki;Swift mild hybrid;GLX 1,0 Boosterjet mild hybrid automatic;3.275.000;I3 1,0 l turbo mild hybrid bensín;112;4,3;;5 gíra beinskipting;FWD;5;942
Baleno mild hybrid;;;;;;;;;;;;
;Suzuki;Baleno mild hybrid;GLX 1,2 Dualjet mild hybrid;3.050.000;I4 1,2 l mild hybrid bensín;90;4,0;;5 gíra beinskipting;FWD;5;923
Swift Sport;;;;;;;;;;;;
;Suzuki;Swift Sport;Sport;4.090.000;I4 1,4 l bensín;140;6,1;;6 gíra beinskipting;FWD;5;943
Model 3;;;;;;;;;;;;
;Tesla;Model 3;Long Range Dual Motor;6.450.163;75 kWh rafhlaða, 2 rafmótorar;449;;560;1 gíra sjálfskipting;AWD;5;949
;Tesla;Model 3;Standard Range Plus;5.683.335;55 kWh rafhlaða, rafmótor;283;;409;1 gíra sjálfskipting;RWD;5;948
Model S;;;;;;;;;;;;
;Tesla;Model S;Long Range Dual Motor;10.868.191;100 kWh rafhlaða, 2 rafmótorar;517;;610;1 gíra sjálfskipting;AWD;5;951
Model X;;;;;;;;;;;;
;Tesla;Model X;Long Range Dual Motor;12.108.191;100 kWh rafhlaða, 2 rafmótorar;517;;507;1 gíra sjálfskipting;AWD;5/6/7;953
Model 3 Performance;;;;;;;;;;;;
;Tesla;Model 3 Performance;Performance Dual Motor;7.409.211;75 kWh rafhlaða, 2 rafmótorar;450;;530;1 gíra sjálfskipting;AWD;5;950
Model S Performance;;;;;;;;;;;;
;Tesla;Model S Performance;Performance Dual Motor;13.348.191;100 kWh rafhlaða, 2 rafmótorar;762;;593;1 gíra sjálfskipting;AWD;5;952
Model X Performance;;;;;;;;;;;;
;Tesla;Model X Performance;Performance Dual Motor;14.588.191;100 kWh rafhlaða, 2 rafmótorar;762;;487;1 gíra sjálfskipting;AWD;5/6/7;954
Yaris 5-door;;;;;;;;;;;;
;Toyota;Yaris 5-door;Active;3.080.000;I4 1,5 l bensín;111;5,0;;6 gíra beinskipting;FWD;5;1036
;Toyota;Yaris 5-door;Active automatic;3.330.000;I4 1,5 l bensín;111;4,8;;1 gíra CVT sjálfskipting;FWD;5;1037
;Toyota;Yaris 5-door;Active Y20;3.380.000;I4 1,5 l bensín;111;4,8;;6 gíra beinskipting;FWD;5;1040
;Toyota;Yaris 5-door;Active Y20 automatic;3.630.000;I4 1,5 l bensín;111;4,8;;1 gíra CVT sjálfskipting;FWD;5;1044
;Toyota;Yaris 5-door;Active Y20 Bi-tone;3.390.000;I4 1,5 l bensín;111;4,8;;6 gíra beinskipting;FWD;5;1042
;Toyota;Yaris 5-door;Active Y20 Bi-tone automatic;3.390.000;I4 1,5 l bensín;111;4,8;;1 gíra CVT sjálfskipting;FWD;5;1046
;Toyota;Yaris 5-door;Active Y20 Panorama;3.480.000;I4 1,5 l bensín;111;4,8;;6 gíra beinskipting;FWD;5;1041
;Toyota;Yaris 5-door;Active Y20 Panorama automatic;3.730.000;I4 1,5 l bensín;111;4,8;;1 gíra CVT sjálfskipting;FWD;5;1045
;Toyota;Yaris 5-door;Active Y20 Panorama Bi-tone;3.490.000;I4 1,5 l bensín;111;4,8;;6 gíra beinskipting;FWD;5;1043
;Toyota;Yaris 5-door;Active Y20 Panorama Bi-tone automatic;3.730.000;I4 1,5 l bensín;111;4,8;;1 gíra CVT sjálfskipting;FWD;5;1047
;Toyota;Yaris 5-door;Live;2.930.000;I3 1,0 bensín;69;4,3;;5 gíra beinskipting;FWD;5;1035
;Toyota;Yaris 5-door;Luxury automatic;3.990.000;I4 1,5 l bensín;111;4,8;;1 gíra CVT sjálfskipting;FWD;5;1038
;Toyota;Yaris 5-door;Luxury Bi-tone automatic;4.050.000;I4 1,5 l bensín;111;4,8;;1 gíra CVT sjálfskipting;FWD;5;1039
Prius PHV;;;;;;;;;;;;
;Toyota;Prius PHV;Active;5.860.000;I4 1,8 l bensín + 7 kWh rafhlaða, rafmótor;122;0,8;40;1 gíra CVT sjálfskipting;FWD;5;1019
;Toyota;Prius PHV;Active leather;6.060.000;I4 1,8 l bensín + 7 kWh rafhlaða, rafmótor;122;0,8;40;1 gíra CVT sjálfskipting;FWD;5;1020
Camry hybrid;;;;;;;;;;;;
;Toyota;Camry hybrid;Active;8.090.000;I4 2,5 l hybrid bensín;218;4,3;;1 gíra CVT sjálfskipting;FWD;5;981
;Toyota;Camry hybrid;Live Plus;7.690.000;I4 2,5 l hybrid bensín;218;4,3;;1 gíra CVT sjálfskipting;FWD;5;980
;Toyota;Camry hybrid;Luxury;8.490.000;I4 2,5 l hybrid bensín;218;4,3;;1 gíra CVT sjálfskipting;FWD;5;982
Corolla hatchback;;;;;;;;;;;;
;Toyota;Corolla hatchback;Active 1,2 automatic;4.770.000;I4 1,2 l turbo bensín;116;5,5;;1 gíra CVT sjálfskipting;FWD;5;985
;Toyota;Corolla hatchback;Live 1,2;4.150.000;I4 1,2 l turbo bensín;116;5,6;;6 gíra beinskipting;FWD;5;983
;Toyota;Corolla hatchback;Live 1,2 automatic;4.390.000;I4 1,2 l turbo bensín;116;5,5;;1 gíra CVT sjálfskipting;FWD;5;984
Corolla touring sports;;;;;;;;;;;;
;Toyota;Corolla touring sports;Active 1,2 automatic;4.980.000;I4 1,2 l turbo bensín;116;5,6;;1 gíra CVT sjálfskipting;FWD;5;1008
;Toyota;Corolla touring sports;Live 1,2;4.360.000;I4 1,2 l turbo bensín;116;5,6;;6 gíra beinskipting;FWD;5;1006
;Toyota;Corolla touring sports;Live 1,2 automatic;4.630.000;I4 1,2 l turbo bensín;116;5,6;;1 gíra CVT sjálfskipting;FWD;5;1007
Corolla sedan;;;;;;;;;;;;
;Toyota;Corolla sedan;Active 1,6;4.670.000;I4 1,6 l bensín;130;6,0;;6 gíra beinskipting;FWD;5;1004
;Toyota;Corolla sedan;Active 1,6 automatic;4.840.000;I4 1,6 l bensín;130;5,8;;1 gíra CVT sjálfskipting;FWD;5;1005
;Toyota;Corolla sedan;Live 1,6;4.150.000;I4 1,6 l bensín;130;6,0;;6 gíra beinskipting;FWD;5;1003
Corolla hybrid hatchback;;;;;;;;;;;;
;Toyota;Corolla hybrid hatchback;Active 1,8 automatic;5.190.000;I4 1,8 l hybrid bensín;122;3,4;;1 gíra CVT sjálfskipting;FWD;5;987
;Toyota;Corolla hybrid hatchback;Active 2,0 automatic;5.650.000;I4 2,0 l hybrid bensín;180;3,8;;1 gíra CVT sjálfskipting;FWD;5;990
;Toyota;Corolla hybrid hatchback;Live 1,8 automatic;4.890.000;I4 1,8 l hybrid bensín;122;3,4;;1 gíra CVT sjálfskipting;FWD;5;986
;Toyota;Corolla hybrid hatchback;Luxury 1,8 automatic;5.880.000;I4 1,8 l hybrid bensín;122;3,4;;1 gíra CVT sjálfskipting;FWD;5;989
;Toyota;Corolla hybrid hatchback;Luxury 2,0 automatic;6.290.000;I4 2,0 l hybrid bensín;180;3,8;;1 gíra CVT sjálfskipting;FWD;5;992
;Toyota;Corolla hybrid hatchback;Style 1,8 automatic;5.390.000;I4 1,8 l hybrid bensín;122;3,4;;1 gíra CVT sjálfskipting;FWD;5;988
;Toyota;Corolla hybrid hatchback;Style 2,0 automatic;5.860.000;I4 2,0 l hybrid bensín;180;3,8;;1 gíra CVT sjálfskipting;FWD;5;991
Corolla hybrid sedan;;;;;;;;;;;;
;Toyota;Corolla hybrid sedan;Active 1,8 automatic;5.280.000;I4 1,8 l hybrid bensín;121;3,8;;1 gíra CVT sjálfskipting;FWD;5;994
;Toyota;Corolla hybrid sedan;Active Plus 1,8 automatic;5.590.000;I4 1,8 l hybrid bensín;121;3,8;;1 gíra CVT sjálfskipting;FWD;5;995
;Toyota;Corolla hybrid sedan;Live Plus 1,8 automatic;5.090.000;I4 1,8 l hybrid bensín;121;3,8;;1 gíra CVT sjálfskipting;FWD;5;993
;Toyota;Corolla hybrid sedan;Luxury 1,8 automatic;5.940.000;I4 1,8 l hybrid bensín;121;3,8;;1 gíra CVT sjálfskipting;FWD;5;996
Corolla hybrid touring sports;;;;;;;;;;;;
;Toyota;Corolla hybrid touring sports;Active 1,8 automatic;5.350.000;I4 1,8 l hybrid bensín;122;3,3;;1 gíra CVT sjálfskipting;FWD;5;998
;Toyota;Corolla hybrid touring sports;Active 2,0 automatic;5.890.000;I4 2,0 l hybrid bensín;180;3,9;;1 gíra CVT sjálfskipting;FWD;5;1001
;Toyota;Corolla hybrid touring sports;Live 1,2 automatic;4.940.000;I4 1,8 l hybrid bensín;122;3,3;;1 gíra CVT sjálfskipting;FWD;5;997
;Toyota;Corolla hybrid touring sports;Luxury 1,8 automatic;5.990.000;I4 1,8 l hybrid bensín;122;3,3;;1 gíra CVT sjálfskipting;FWD;5;1000
;Toyota;Corolla hybrid touring sports;Luxury 2,0 automatic;6.460.000;I4 2,0 l hybrid bensín;180;3,9;;1 gíra CVT sjálfskipting;FWD;5;1002
;Toyota;Corolla hybrid touring sports;Style 1,8 automatic;5.650.000;I4 1,8 l hybrid bensín;122;3,3;;1 gíra CVT sjálfskipting;FWD;5;999
Yaris hybrid 5-door;;;;;;;;;;;;
;Toyota;Yaris hybrid 5-door;Active automatic;3.660.000;I4 1,5 l hybrid bensín;100;3,6;;1 gíra CVT sjálfskipting;FWD;5;1049
;Toyota;Yaris hybrid 5-door;Active Y20 automatic;3.770.000;I4 1,5 l hybrid bensín;100;3,6;;1 gíra CVT sjálfskipting;FWD;5;1050
;Toyota;Yaris hybrid 5-door;Active Y20 Bi-tone automatic;3.830.000;I4 1,5 l hybrid bensín;100;3,6;;1 gíra CVT sjálfskipting;FWD;5;1051
;Toyota;Yaris hybrid 5-door;Active Y20 Panorama Bi-tone automatic;4.030.000;I4 1,5 l hybrid bensín;100;3,6;;1 gíra CVT sjálfskipting;FWD;5;1052
;Toyota;Yaris hybrid 5-door;GRS automatic;4.130.000;I4 1,5 l hybrid bensín;100;3,6;;1 gíra CVT sjálfskipting;FWD;5;1055
;Toyota;Yaris hybrid 5-door;Live automatic;3.530.000;I4 1,5 l hybrid bensín;100;3,6;;1 gíra CVT sjálfskipting;FWD;5;1048
;Toyota;Yaris hybrid 5-door;Luxury automatic;4.230.000;I4 1,5 l hybrid bensín;100;3,6;;1 gíra CVT sjálfskipting;FWD;5;1053
;Toyota;Yaris hybrid 5-door;Luxury Bi-tone automatic;4.290.000;I4 1,5 l hybrid bensín;100;3,6;;1 gíra CVT sjálfskipting;FWD;5;1054
;Toyota;Yaris hybrid 5-door;Luxury Panorama Bi-tone automatic;4.430.000;I4 1,5 l hybrid bensín;100;3,6;;1 gíra CVT sjálfskipting;FWD;5;1056
Prius;;;;;;;;;;;;
;Toyota;Prius;Active AWD;6.250.000;I4 1,8 l hybrid bensín;122;3,3;;1 gíra CVT sjálfskipting;AWD;5;1017
;Toyota;Prius;Active leather AWD;6.350.000;I4 1,8 l hybrid bensín;122;3,3;;1 gíra CVT sjálfskipting;AWD;5;1018
C-HR hybrid;;;;;;;;;;;;
;Toyota;C-HR hybrid;C-ENTER 1,8;5.490.000;I4 1,8 l hybrid bensín;184;3,9;;1 gíra CVT sjálfskipting;FWD;5;969
;Toyota;C-HR hybrid;C-HIC Bi-tone JBL 1,8;6.290.000;I4 1,8 l hybrid bensín;184;3,9;;1 gíra CVT sjálfskipting;FWD;5;972
;Toyota;C-HR hybrid;C-HIC Bi-tone JBL leather 2,0;6.710.000;I4 2,0 l hybrid bensín;184;4,3;;1 gíra CVT sjálfskipting;FWD;5;978
;Toyota;C-HR hybrid;C-HIC Bi-tone leather 2,0;6.570.000;I4 2,0 l hybrid bensín;184;4,3;;1 gíra CVT sjálfskipting;FWD;5;977
;Toyota;C-HR hybrid;C-HIC JBL leather 2,0;6.690.000;I4 2,0 l hybrid bensín;184;4,3;;1 gíra CVT sjálfskipting;FWD;5;979
;Toyota;C-HR hybrid;C-LUB 1,8;5.890.000;I4 1,8 l hybrid bensín;184;3,9;;1 gíra CVT sjálfskipting;FWD;5;970
;Toyota;C-HR hybrid;C-LUB Bi-tone 1,8;5.950.000;I4 1,8 l hybrid bensín;184;3,9;;1 gíra CVT sjálfskipting;FWD;5;971
;Toyota;C-HR hybrid;C-LUB Bi-tone 2,0;6.260.000;I4 2,0 l hybrid bensín;184;4,3;;1 gíra CVT sjálfskipting;FWD;5;973
;Toyota;C-HR hybrid;C-UORE Launch Edition;6.590.000;I4 2,0 l bensín;184;6,9;;1 gíra CVT sjálfskipting;FWD;5;968
RAV4;;;;;;;;;;;;
;Toyota;RAV4;GX;6.070.000;I4 2,0 l bensín;173;6,1;;6 gíra beinskipting;FWD;5;1023
;Toyota;RAV4;GX automatic;6.290.000;I4 2,0 l bensín;173;5,6;;1 gíra CVT sjálfskipting;FWD;5;1024
;Toyota;RAV4;GX automatic AWD;6.870.000;I4 2,0 l bensín;173;5,9;;1 gíra CVT sjálfskipting;AWD;5;1027
;Toyota;RAV4;GX AWD;6.570.000;I4 2,0 l bensín;173;6,4;;6 gíra beinskipting;AWD;5;1025
;Toyota;RAV4;GX sunroof AWD;6.770.000;I4 2,0 l bensín;173;5,6;;6 gíra beinskipting;AWD;5;1026
;Toyota;RAV4;LX;5.760.000;I4 2,0 l bensín;173;6,1;;6 gíra beinskipting;FWD;5;1021
;Toyota;RAV4;LX automatic;5.990.000;I4 2,0 l bensín;173;5,6;;1 gíra CVT sjálfskipting;FWD;5;1022
;Toyota;RAV4;VX automatic AWD;7.460.000;I4 2,0 l bensín;173;5,9;;1 gíra CVT sjálfskipting;AWD;5;1029
;Toyota;RAV4;VX AWD;7.780.000;I4 2,0 l bensín;173;6,4;;6 gíra beinskipting;AWD;5;1028
RAV4 hybrid;;;;;;;;;;;;
;Toyota;RAV4 hybrid;GX;6.990.000;I4 2,5 l hybrid bensín;222;4,5;;1 gíra CVT sjálfskipting;FWD;5;1030
;Toyota;RAV4 hybrid;GX AWD;7.590.000;I4 2,5 l hybrid bensín;222;4,6;;1 gíra CVT sjálfskipting;AWD;5;1032
;Toyota;RAV4 hybrid;LX AWD;7.260.000;I4 2,5 l hybrid bensín;222;4,6;;1 gíra CVT sjálfskipting;AWD;5;1031
;Toyota;RAV4 hybrid;Style AWD;7.990.000;I4 2,5 l hybrid bensín;222;4,6;;1 gíra CVT sjálfskipting;AWD;5;1033
;Toyota;RAV4 hybrid;VX AWD;8.390.000;I4 2,5 l hybrid bensín;222;4,6;;1 gíra CVT sjálfskipting;AWD;5;1034
RAV4 PHV;;;;;;;;;;;;
;Toyota;RAV4 PHV;GX;8.550.000;I4 2,5 l bensín + 18 kWh rafhlaða, 2 rafmótorar;306;6,2;68;1 gíra CVT sjálfskipting;AWD;5;
;;RAV4 PHV;GX sunroof;8.750.000;I4 2,5 l bensín + 18 kWh rafhlaða, 2 rafmótorar;306;6,2;68;1 gíra CVT sjálfskipting;AWD;5;
;;RAV4 PHV;Style;8.950.000;I4 2,5 l bensín + 18 kWh rafhlaða, 2 rafmótorar;306;6,2;68;1 gíra CVT sjálfskipting;AWD;5;
;;RAV4 PHV;Style sunroof;9.190.000;I4 2,5 l bensín + 18 kWh rafhlaða, 2 rafmótorar;306;6,2;68;1 gíra CVT sjálfskipting;AWD;5;
;;RAV4 PHV;Style Plus;9.470.000;I4 2,5 l bensín + 18 kWh rafhlaða, 2 rafmótorar;306;6,2;68;1 gíra CVT sjálfskipting;AWD;5;
;;RAV4 PHV;Style Plus sunroof JBL;9.670.000;I4 2,5 l bensín + 18 kWh rafhlaða, 2 rafmótorar;306;6,2;68;1 gíra CVT sjálfskipting;AWD;5;
Land Cruiser 150;;;;;;;;;;;;
;Toyota;Land Cruiser 150;GX;11.690.000;I4 2,8 l turbo dísil;177;7,4;;6 gíra beinskipting;AWD;5/7;1011
;Toyota;Land Cruiser 150;GX automatic;12.250.000;I4 2,8 l turbo dísil;177;7,4;;6 gíra sjálfskipting;AWD;5/7;1012
;Toyota;Land Cruiser 150;Luxury automatic;17.090.000;I4 2,8 l turbo dísil;177;7,4;;6 gíra sjálfskipting;AWD;5;1014
;Toyota;Land Cruiser 150;LX;9.350.000;I4 2,8 l turbo dísil;177;7,4;;6 gíra beinskipting;AWD;5/7;1009
;Toyota;Land Cruiser 150;LX automatic;10.150.000;I4 2,8 l turbo dísil;177;7,4;;6 gíra sjálfskipting;AWD;5/7;1010
;Toyota;Land Cruiser 150;VX automatic;14.690.000;I4 2,8 l turbo dísil;177;7,4;;6 gíra sjálfskipting;AWD;5;1013
Aygo 5-door;;;;;;;;;;;;
;Toyota;Aygo 5-door;x;2.340.000;I3 1,0 l bensín;72;4,0;;5 gíra beinskipting;FWD;4;955
;Toyota;Aygo 5-door;x-Cite smart;2.870.000;I3 1,0 l bensín;72;4,0;;5 gíra beinskipting;FWD;4;959
;Toyota;Aygo 5-door;x-Cite smart MM;3.060.000;I3 1,0 l bensín;72;4,2;;5 gíra sjálfskiptur;FWD;4;960
;Toyota;Aygo 5-door;x-Clusiv smart;2.990.000;I3 1,0 l bensín;72;4,0;;5 gíra beinskipting;FWD;4;963
;Toyota;Aygo 5-door;x-Clusiv smart MM;3.180.000;I3 1,0 l bensín;72;4,2;;5 gíra sjálfskiptur;FWD;4;964
;Toyota;Aygo 5-door;x-Me smart;2.890.000;I3 1,0 l bensín;72;4,0;;5 gíra beinskipting;FWD;4;961
;Toyota;Aygo 5-door;x-Me smart MM;3.080.000;I3 1,0 l bensín;72;4,2;;5 gíra sjálfskiptur;FWD;4;962
;Toyota;Aygo 5-door;x-Play;2.460.000;I3 1,0 l bensín;72;4,0;;5 gíra beinskipting;FWD;4;956
;Toyota;Aygo 5-door;x-Play smart;2.560.000;I3 1,0 l bensín;72;4,0;;5 gíra beinskipting;FWD;4;957
;Toyota;Aygo 5-door;X-Play smart MM;2.750.000;I3 1,0 l bensín;72;4,2;;5 gíra sjálfskiptur;FWD;4;958
Polo;;;;;;;;;;;;
;Volkswagen;Polo;1,0 MPI Comfortline;3.290.000;I3 1,0 l bensín;80;4,8;;5 gíra beinskipting;FWD;5;1085
;Volkswagen;Polo;1,0 MPI Trendline;2.890.000;I3 1,0 l bensín;80;4,8;;5 gíra beinskipting;FWD;5;1084
;Volkswagen;Polo;1,0 TSI Comfortline;3.590.000;I3 1,0 l turbo bensín;95;4,7;;7 gíra DCT sjálfskipting;FWD;5;1086
;Volkswagen;Polo;1,0 TSI Highline;4.250.000;I3 1,0 l turbo bensín;95;4,7;;7 gíra DCT sjálfskipting;FWD;5;1087
Polo TGI;;;;;;;;;;;;
;Volkswagen;Polo TGI;1,0 TFI Highline;4.150.000;I3 1,0 l turbo bensín / metan;90;4,8;;5 gíra beinskipting;FWD;5;1091
;Volkswagen;Polo TGI;1,0 TGI Comfort;3.590.000;I3 1,0 l turbo bensín / metan;90;4,8;;5 gíra beinskipting;FWD;5;1090
;Volkswagen;Polo TGI;1,0 TGI Trendline;3.190.000;I3 1,0 l turbo bensín / metan;90;4,8;;5 gíra beinskipting;FWD;5;1089
T-Cross;;;;;;;;;;;;
;Volkswagen;T-Cross;1,0 TSI 5 speed Life;3.890.000;I3 1,0 l turbo bensín;95;4,9;;5 gíra beinskipting;FWD;5;1093
;Volkswagen;T-Cross;1,0 TSI 5 speed S;3.490.000;I3 1,0 l turbo bensín;95;4,9;;5 gíra beinskipting;FWD;5;1092
;Volkswagen;T-Cross;1,0 TSI 6 speed Life;3.990.000;I3 1,0 l turbo bensín;115;4,9;;6 gíra beinskipting;FWD;5;1094
;Volkswagen;T-Cross;1,0 TSI automatic Life;4.290.000;I3 1,0 l turbo bensín;115;4,9;;7 gíra DCT sjálfskipting;FWD;5;1095
;Volkswagen;T-Cross;1,0 TSI automatic Style;4.850.000;I3 1,0 l turbo bensín;115;4,9;;7 gíra DCT sjálfskipting;FWD;5;1096
T-Roc;;;;;;;;;;;;
;Volkswagen;T-Roc;1,0 TSI Style;4.290.000;I3 1,0 l turbo bensín;115;5,4;;6 gíra beinskipting;FWD;5;1097
;Volkswagen;T-Roc;1,0 TSI Style+;4.750.000;I3 1,0 l turbo bensín;115;5,4;;6 gíra beinskipting;FWD;5;1098
;Volkswagen;T-Roc;1,5 TSI R-Line;6.190.000;I4 1,5 l turbo bensín;150;5,6;;7 gíra DCT sjálfskipting;FWD;5;1101
;Volkswagen;T-Roc;1,5 TSI Style;4.990.000;I4 1,5 l turbo bensín;150;5,6;;7 gíra DCT sjálfskipting;FWD;5;1099
;Volkswagen;T-Roc;1,5 TSI Style+;5.490.000;I4 1,5 l turbo bensín;150;5,6;;7 gíra DCT sjálfskipting;FWD;5;1100
;Volkswagen;T-Roc;2,0 TDI 4Motion R-Line;6.890.000;I4 2,0 l turbo bensín;150;5,1;;7 gíra DCT sjálfskipting;AWD;5;1104
;Volkswagen;T-Roc;2,0 TDI 4Motion Style;5.650.000;I4 2,0 l turbo bensín;150;5,1;;7 gíra DCT sjálfskipting;AWD;5;1102
;Volkswagen;T-Roc;2,0 TDI 4Motion Style+;6.150.000;I4 2,0 l turbo bensín;150;5,1;;7 gíra DCT sjálfskipting;AWD;5;1103
Tiguan;;;;;;;;;;;;
;Volkswagen;Tiguan;2,0 TDI 150 hp 4Motion Comfortline;8.190.000;I4 2,0 l turbo dísil;150;5,3;;7 gíra DCT sjálfskipting;AWD;5;1109
;Volkswagen;Tiguan;2,0 TDI 150 hp 4Motion R-Line;9.690.000;I4 2,0 l turbo dísil;150;5,3;;7 gíra DCT sjálfskipting;AWD;5;1110
;Volkswagen;Tiguan;2,0 TDI 150 hp 4Motion Trendline;7.590.000;I4 2,0 l turbo dísil;150;5,3;;7 gíra DCT sjálfskipting;AWD;5;1108
Tiguan Allspace;;;;;;;;;;;;
;Volkswagen;Tiguan Allspace;2,0 TDI 190 hp 4Motion Comfortline;8.890.000;I4 2,0 l turbo dísil;190;5,8;;7 gíra DCT sjálfskipting;AWD;7;1118
;Volkswagen;Tiguan Allspace;2,0 TDI 190 hp 4Motion R-Line;9.990.000;I4 2,0 l turbo dísil;190;5,8;;7 gíra DCT sjálfskipting;AWD;7;1119
;Volkswagen;Tiguan Allspace;2,0 TDI 190 hp 4Motion Trendline;7.890.000;I4 2,0 l turbo dísil;190;5,8;;7 gíra DCT sjálfskipting;AWD;7;1117
;Volkswagen;Tiguan Allspace;2,0 TSI 190 hp 4Motion Comfortline;8.490.000;I4 2,0 l turbo bensín;190;7,3;;7 gíra DCT sjálfskipting;AWD;7;1120
;Volkswagen;Tiguan Allspace;2,0 TSI 190 hp 4Motion R-Line;9.690.000;I4 2,0 l turbo bensín;190;7,3;;7 gíra DCT sjálfskipting;AWD;7;1121
Arteon;;;;;;;;;;;;
;Volkswagen;Arteon;2,0 TDI Elegance;6.490.000;I4 2,0 l turbo dísil;150;4,5;;7 gíra DCT sjálfskipting;FWD;5;1058
;Volkswagen;Arteon;2,0 TDI R-Line;6.690.000;I4 2,0 l turbo dísil;150;4,5;;7 gíra DCT sjálfskipting;FWD;5;1059
;Volkswagen;Arteon;2,0 TDI SI;5.790.000;I4 2,0 l turbo dísil;150;4,5;;7 gíra DCT sjálfskipting;FWD;5;1057
;Volkswagen;Arteon;2,0 TSI 4Motion Elegance;7.790.000;I4 2,0 l turbo bensín;272;10,2;;7 gíra DCT sjálfskipting;AWD;5;1063
;Volkswagen;Arteon;2,0 TSI 4Motion R-Line;7.990.000;I4 2,0 l turbo bensín;272;10,2;;7 gíra DCT sjálfskipting;AWD;5;1064
;Volkswagen;Arteon;2,0 TSI Elegance;6.690.000;I4 2,0 l turbo bensín;190;6,0;;7 gíra DCT sjálfskipting;FWD;5;1061
;Volkswagen;Arteon;2,0 TSI R-Line;6.890.000;I4 2,0 l turbo bensín;190;6,0;;7 gíra DCT sjálfskipting;FWD;5;1062
;Volkswagen;Arteon;2,0 TSI SI;5.990.000;I4 2,0 l turbo bensín;190;6,0;;7 gíra DCT sjálfskipting;FWD;5;1060
Polo GTI;;;;;;;;;;;;
;Volkswagen;Polo GTI;2,0 TSI GTI;5.390.000;I4 2,0 l turbo bensín;200;6,2;;6 gíra DCT sjálfskipting;FWD;5;1088
Passat GTE limo;;;;;;;;;;;;
;Volkswagen;Passat GTE limo;Advance;5.790.000;I4 1,4 l turbo bensín + 10 kWh rafhlaða. rafmótor;215;1,6;50;6 gíra DCT sjálfskipting;FWD;5;1078
;Volkswagen;Passat GTE limo;Comfort;6.190.000;I4 1,4 l turbo bensín + 10 kWh rafhlaða. rafmótor;215;1,6;50;6 gíra DCT sjálfskipting;FWD;5;1079
;Volkswagen;Passat GTE limo;Premium;6.790.000;I4 1,4 l turbo bensín + 10 kWh rafhlaða. rafmótor;215;1,6;50;6 gíra DCT sjálfskipting;FWD;5;1080
Passat GTE variant;;;;;;;;;;;;
;Volkswagen;Passat GTE variant;Advance;5.890.000;I4 1,4 l turbo bensín + 10 kWh rafhlaða. rafmótor;215;1,8;50;6 gíra DCT sjálfskipting;FWD;5;1081
;Volkswagen;Passat GTE variant;Comfort;6.390.000;I4 1,4 l turbo bensín + 10 kWh rafhlaða. rafmótor;215;1,8;50;6 gíra DCT sjálfskipting;FWD;5;1082
;Volkswagen;Passat GTE variant;Premium;6.990.000;I4 1,4 l turbo bensín + 10 kWh rafhlaða. rafmótor;215;1,8;50;6 gíra DCT sjálfskipting;FWD;5;1083
Golf GTE hatchback;;;;;;;;;;;;
;Volkswagen;Golf GTE hatchback;Comfort;5.990.000;I4 1,5 l turbo bensín + 9 kWh rafhlaða, rafmótor;204;2,3;50;6 gíra DCT sjálfskipting;FWD;5;1071
;Volkswagen;Golf GTE hatchback;Life;5.490.000;I4 1,5 l turbo bensín + 9 kWh rafhlaða, rafmótor;204;2,3;50;6 gíra DCT sjálfskipting;FWD;5;1070
;Volkswagen;Golf GTE hatchback;Premium;6.490.000;I4 1,5 l turbo bensín + 9 kWh rafhlaða, rafmótor;204;2,3;50;6 gíra DCT sjálfskipting;FWD;5;1072
Golf hatchback;;;;;;;;;;;;
;Volkswagen;Golf hatchback;Standard;4.390.000;I3 1,0 l turbo bensín;110;4,6;;6 gíra beinskipting;FWD;5;
;Volkswagen;Golf hatchback;Life;5.090.000;I3 1,0 l turbo bensín;110;4,6;;6 gíra beinskipting;FWD;5;
Golf eTSI hatchback;;;;;;;;;;;;
;Volkswagen;Golf eTSI hatchback;1.0 eTSI Life;5.490.000;I3 1,0 l turbo bensín mild hybrid;110;4,3;;7 gíra DCT sjálfskipting;FWD;5;
;Volkswagen;Golf eTSI hatchback;1.5 eTSI Life;5.990.000;I4 1,5 l turbo bensín mild hybrid;150;4,6;;7 gíra DCT sjálfskipting;FWD;5;
;Volkswagen;Golf eTSI hatchback;1.5 eTSI Style;6.490.000;I4 1,5 l turbo bensín mild hybrid;150;4,6;;7 gíra DCT sjálfskipting;FWD;5;
Golf eHybrid hatchback;;;;;;;;;;;;
;Volkswagen;Golf eHybrid hatchback;1.4 eHybrid Style;5.590.000;I4 1,4 l turbo bensín + 13 kWh rafhlaða, rafmótor;204;1,4;80;6 gíra DCT sjálfskipting;FWD;5;
ID.3;;;;;;;;;;;;
;Volkswagen;ID.3;Pro Life;5.190.000;58 kWh rafhlaða, rafmótor;204;;420;1 gíra sjálfskipting;FWD;5;
;Volkswagen;ID.3;Pro Business;5.750.000;58 kWh rafhlaða, rafmótor;204;;420;1 gíra sjálfskipting;FWD;5;
;Volkswagen;ID.3;Pro Family;5.890.000;58 kWh rafhlaða, rafmótor;204;;420;1 gíra sjálfskipting;FWD;5;
;Volkswagen;ID.3;Pro Tech;6.090.000;58 kWh rafhlaða, rafmótor;204;;420;1 gíra sjálfskipting;FWD;5;
